,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
13,愛子中央５丁目,3,2,2,2,4,3,3,3,1,6,2,4,5,1,4,2,4,3,4,4,4,2,8,3,8,7,7,5,7,3,8,9,9,2,6,2,9,4,4,1,8,7,7,7,5,9,7,6,6,9,4,4,3,4,4,7,5,3,4,3,5,2,1,3,3,3,1,7,4,5,4,3,2,3,0,3,3,0,1,6,0,2,0,0,1,2,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,13,16,16,17,25,29,34,20,34,37,19,22,14,20,12,13,3,8,2
14,愛子中央６丁目,2,2,0,3,0,5,0,2,1,1,0,1,1,0,2,0,0,1,2,0,2,2,1,2,3,1,4,3,2,2,1,2,2,0,3,3,3,4,3,2,1,3,2,1,2,3,0,2,2,1,2,2,2,2,1,0,5,1,0,2,2,2,1,2,4,0,6,1,0,2,3,2,1,1,0,3,1,1,0,1,1,0,0,1,0,1,3,0,1,1,3,0,2,0,1,0,0,0,0,0,0,7,9,4,3,10,12,8,15,9,8,9,8,11,9,7,6,2,6,6
15,愛子東１丁目,0,3,4,3,3,0,3,6,5,7,4,5,0,2,3,1,4,3,4,5,3,2,3,3,4,4,1,2,3,7,3,4,5,3,4,4,2,4,4,4,7,6,11,7,3,6,6,6,2,4,5,8,2,0,6,7,7,4,5,4,6,9,2,5,2,6,9,4,4,4,7,6,6,3,6,5,6,5,2,1,4,4,2,0,1,0,1,3,2,2,2,1,2,3,0,1,0,1,4,0,1,13,21,14,17,15,17,19,18,34,24,21,27,24,27,28,19,11,8,15
16,愛子東２丁目,1,2,1,3,1,1,1,3,1,1,0,3,1,2,2,2,0,0,4,1,0,0,1,0,1,3,4,0,0,3,1,3,0,0,5,2,6,1,1,3,4,1,0,5,2,0,0,1,2,1,1,1,1,0,2,0,2,0,0,2,1,0,0,0,1,0,0,1,1,2,3,1,1,2,1,1,2,0,1,0,0,1,1,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,1,0,8,7,8,7,2,10,9,13,12,4,5,4,2,4,8,4,2,4,4
17,愛子東３丁目,7,5,8,8,7,8,11,7,6,6,7,10,6,6,6,7,3,3,9,1,8,7,4,2,7,8,8,3,8,7,8,6,7,8,9,10,13,9,15,8,10,10,9,8,7,10,20,12,4,9,2,7,7,7,4,6,10,6,5,5,5,5,1,1,3,4,4,6,4,1,4,8,2,3,3,3,2,2,2,2,2,2,1,1,1,4,5,2,4,0,0,3,0,0,1,1,0,0,0,0,1,35,38,35,23,28,34,38,55,44,55,27,32,15,19,20,11,7,15,6
18,愛子東４丁目,2,5,8,2,6,2,9,8,8,4,9,7,7,6,5,5,1,1,4,3,6,2,9,3,6,7,5,8,4,10,7,5,8,9,3,11,8,7,15,6,14,6,7,8,15,10,14,4,9,7,7,4,8,3,12,7,5,15,11,11,4,7,10,15,6,5,11,8,8,12,8,9,8,2,5,6,6,7,6,6,4,3,6,3,1,2,4,6,1,3,0,1,0,2,0,0,0,0,0,0,0,23,31,34,14,26,34,32,47,50,44,34,49,42,44,32,31,17,16,3
19,愛子東５丁目,6,7,5,6,8,5,6,10,6,7,7,4,5,8,2,3,6,5,4,6,7,11,8,16,9,14,8,13,8,6,4,9,13,11,9,14,9,9,15,7,9,4,7,16,18,10,10,10,9,11,8,8,12,13,3,4,6,9,7,10,5,9,14,3,11,2,9,8,9,12,12,13,12,7,1,9,16,5,3,8,5,4,8,10,2,3,10,5,0,4,4,4,1,1,1,2,0,0,0,0,0,32,34,26,24,51,49,46,54,54,50,44,36,42,40,45,41,29,22,13
20,愛子東６丁目,2,4,2,2,2,2,5,5,4,2,4,4,4,2,1,2,5,3,5,3,6,3,0,1,6,4,3,2,1,2,4,1,2,1,4,7,1,7,2,6,6,8,4,5,6,4,6,2,3,5,1,4,6,7,6,4,5,2,2,1,0,1,2,1,3,3,1,6,4,2,3,1,3,2,1,2,0,3,2,0,2,0,4,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,12,18,15,18,16,12,12,23,29,20,24,14,7,16,10,7,6,5,2
26,荒巻（大字計）,4,4,1,3,5,3,3,4,1,1,2,1,3,2,6,2,1,4,10,14,16,11,26,35,28,24,14,17,9,8,5,11,8,9,5,4,2,7,12,2,2,3,6,11,9,7,5,7,7,3,7,2,8,6,6,5,6,1,8,7,0,4,4,6,9,7,5,11,2,5,5,6,9,8,4,4,12,1,8,7,4,1,10,6,5,10,5,10,6,4,12,10,8,6,8,2,5,4,2,5,2,17,12,14,31,116,72,38,27,31,29,29,27,23,30,32,32,26,35,64
27,荒巻神明町,4,6,4,10,7,2,6,7,6,5,8,4,3,6,6,6,7,8,4,10,10,14,11,26,20,12,16,18,20,15,20,17,16,15,14,17,17,25,8,19,15,16,14,19,19,15,24,22,15,10,11,16,4,8,11,8,9,10,14,11,7,12,16,12,10,12,13,8,13,19,20,13,24,9,8,14,24,7,16,3,16,12,11,10,8,9,11,12,7,9,5,4,3,7,1,1,3,3,1,1,0,31,26,27,35,81,81,82,86,83,86,50,52,57,65,74,64,57,48,29
28,荒巻中央,6,3,6,3,4,1,2,4,7,1,1,2,5,4,0,0,2,4,3,3,7,2,5,6,5,3,4,7,11,3,8,8,8,5,4,4,7,6,6,2,7,6,9,7,5,9,5,7,2,6,5,2,9,4,5,3,4,4,8,3,7,5,4,7,7,7,3,3,4,6,6,5,5,2,1,3,4,1,6,4,4,6,1,2,4,0,4,3,0,3,5,1,0,1,0,0,2,0,0,0,0,22,15,12,12,25,28,33,25,34,29,25,22,30,23,19,18,17,10,9
29,荒巻本沢１丁目,0,4,0,0,1,3,2,2,1,0,1,0,2,1,0,1,0,3,3,2,2,4,1,3,4,1,4,4,3,1,1,2,4,4,2,1,3,1,1,4,7,2,5,5,2,3,4,2,3,3,3,1,4,6,1,5,1,2,5,1,2,0,3,3,3,3,2,4,3,0,1,3,4,3,2,3,3,0,3,1,3,2,2,1,1,1,2,2,1,1,2,0,0,0,1,0,0,0,0,0,0,5,8,4,9,14,13,13,10,21,15,15,14,11,12,13,10,9,7,3
30,荒巻本沢２丁目,1,0,2,0,1,2,2,1,0,2,0,3,1,2,3,0,0,3,0,2,7,6,4,4,5,1,5,2,4,3,2,2,6,2,2,2,4,5,3,0,4,3,4,2,7,2,4,3,2,4,8,6,4,1,2,2,2,5,0,2,4,2,3,5,2,4,4,5,3,4,5,4,5,2,4,2,4,0,5,3,0,2,1,2,2,2,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,4,7,9,5,26,15,14,14,20,15,21,11,16,20,20,14,7,5,3
31,荒巻本沢３丁目,1,2,2,4,4,0,5,3,3,0,2,1,3,2,1,1,2,1,4,0,4,5,1,4,6,4,6,6,2,8,2,4,10,8,3,7,11,6,2,7,4,7,6,2,2,6,5,6,5,4,5,6,1,2,1,9,4,4,1,8,2,2,2,1,4,2,2,8,4,4,1,1,6,7,1,8,3,3,7,2,1,4,2,1,1,3,2,4,0,1,0,2,0,1,0,0,0,0,0,0,0,13,11,9,8,20,26,27,33,21,26,15,26,11,20,16,23,9,10,3
32,一番町１丁目,12,8,10,10,12,10,11,10,12,11,10,12,8,6,10,6,11,6,4,17,12,4,15,15,16,16,10,19,27,14,17,19,16,17,26,22,19,21,22,10,17,25,30,31,26,43,23,26,20,34,20,18,19,20,17,12,24,17,22,17,17,15,10,9,14,15,13,21,19,13,15,14,15,12,6,15,5,1,13,10,5,8,9,7,10,12,4,3,5,8,2,2,4,3,6,0,2,1,1,0,2,52,54,46,44,62,86,95,94,129,146,94,92,65,81,62,44,39,32,23
33,一番町２丁目,3,9,8,10,4,10,7,10,3,4,2,7,3,4,1,2,4,4,1,3,5,5,6,9,19,5,5,7,8,5,8,9,10,9,16,11,14,8,20,13,15,13,14,7,9,9,16,10,6,14,8,8,15,10,9,3,4,9,5,16,10,12,6,7,7,6,3,8,7,5,5,8,4,6,2,6,9,3,5,5,1,6,6,5,1,1,0,3,2,2,0,1,3,1,0,0,0,0,1,0,0,34,34,17,14,44,30,52,66,58,55,50,37,42,29,25,28,19,8,6
34,一番町３丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,2,3,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2,0,1,2,0,9,2,1,4
35,一番町４丁目,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,0,3,1,0,2,1,0,2,2,0,1,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,1,3,3,0,1,4,5,7,3,5,0
36,五橋１丁目,4,2,11,12,11,10,6,8,9,16,13,6,17,11,8,3,5,10,13,11,5,9,6,6,10,8,7,5,12,7,7,6,10,4,9,19,14,11,18,13,14,9,16,19,21,17,14,27,14,17,10,25,18,24,24,18,17,15,16,10,11,14,17,13,11,18,15,17,11,12,14,12,15,10,1,9,6,6,9,7,5,5,4,6,6,8,3,2,3,5,1,2,1,2,0,1,1,0,0,0,0,40,49,55,42,36,39,36,75,79,89,101,76,66,73,52,37,26,21,8
37,五橋２丁目,5,9,12,4,5,7,8,5,6,5,7,6,2,14,11,8,9,6,7,14,19,16,14,15,19,15,14,13,12,8,13,12,16,12,17,15,13,18,13,15,22,24,20,13,16,17,20,15,14,20,23,18,26,12,15,22,16,14,14,13,13,18,12,17,19,12,28,16,26,15,17,7,17,13,13,10,13,6,5,7,8,3,9,7,5,1,7,6,3,8,2,5,1,1,2,0,1,1,3,3,0,35,31,40,44,83,62,70,74,95,86,94,79,79,97,67,41,32,25,19
165,芋沢（大字計）,1,6,5,7,9,5,8,10,5,7,7,4,6,11,11,10,5,14,12,8,10,14,8,4,4,7,6,10,7,14,10,13,8,10,12,12,11,13,11,20,16,20,19,18,21,17,10,9,16,17,9,10,18,23,20,17,18,22,20,19,24,23,23,26,27,29,32,25,30,22,35,28,37,21,21,23,31,36,30,31,21,18,34,26,25,16,22,25,16,12,28,17,19,13,13,10,11,9,2,2,8,28,35,39,49,40,44,53,67,94,69,80,96,123,138,142,151,124,91,132
166,梅田町,2,7,5,3,3,4,3,1,3,10,6,4,3,6,4,8,7,3,4,5,6,9,12,13,13,15,5,8,15,8,8,9,15,11,9,10,10,13,13,6,7,11,4,5,10,4,12,7,10,9,5,13,9,11,9,8,8,8,5,8,7,6,9,8,6,8,2,7,10,7,5,6,12,5,4,5,10,7,4,3,6,1,8,4,3,5,7,9,4,3,6,6,1,2,1,1,1,0,0,0,0,20,21,23,27,53,51,52,52,37,42,47,37,36,34,32,29,22,28,18
240,大倉（大字計）,0,0,2,1,0,1,1,0,4,0,1,0,0,5,2,2,3,7,5,4,3,1,2,2,3,2,2,3,0,2,0,0,1,1,3,2,5,3,2,5,0,4,1,4,4,3,4,4,6,2,3,7,4,6,3,4,6,4,6,4,5,6,5,7,5,7,6,5,5,11,4,6,6,4,3,2,3,3,6,7,6,5,7,5,7,4,5,6,7,9,6,2,3,2,5,0,2,1,2,0,2,3,6,8,21,11,9,5,17,13,19,23,24,28,34,23,21,30,31,25
241,大手町,5,5,4,6,3,4,4,3,6,1,3,0,5,6,3,5,2,7,3,4,3,10,4,3,4,4,1,6,3,5,2,1,7,2,5,3,11,6,6,7,7,6,9,8,6,13,4,4,11,6,9,4,12,8,9,7,3,8,1,6,6,6,6,8,8,7,5,6,13,6,11,4,12,6,1,2,4,7,4,3,5,5,1,5,2,4,3,6,4,0,1,2,2,4,2,0,0,0,1,0,3,23,18,17,21,24,19,17,33,36,38,42,25,34,37,34,20,18,17,15
242,大町１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,1,4,3,1,0,1,1,0,0,1,2,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,11,9,3,4,2,3,3,0,2,1,5,1,4,0,3
243,大町２丁目,2,5,5,8,6,2,6,2,4,2,4,4,2,4,7,2,1,5,4,5,13,5,14,10,31,15,14,20,11,9,15,12,23,14,15,13,14,13,25,14,13,15,15,14,16,9,13,13,16,9,11,19,19,10,9,8,9,18,14,19,17,17,8,10,11,7,10,7,8,9,14,14,13,6,2,7,8,6,9,1,5,4,4,6,6,8,5,7,2,4,4,1,3,3,2,0,2,2,0,3,0,26,16,21,17,73,69,79,79,73,60,68,68,63,41,49,31,25,26,20
244,霊屋下,4,4,5,2,4,4,7,5,7,10,5,6,4,4,6,3,4,6,6,10,9,7,5,9,10,7,7,5,9,7,2,3,8,4,8,8,9,9,7,10,7,10,16,21,7,14,13,14,14,9,8,8,14,13,11,15,10,12,7,4,8,9,10,8,17,9,8,7,5,7,9,13,15,17,6,8,8,6,8,9,7,6,8,5,7,5,10,7,2,5,6,2,2,1,1,0,4,2,2,0,0,19,33,25,29,40,35,25,43,61,64,54,48,52,36,60,39,33,29,20
245,小田原４丁目,2,2,6,9,7,7,9,9,9,9,11,16,2,8,7,6,2,0,9,6,7,6,9,3,6,11,6,12,8,9,6,6,4,7,16,5,6,10,19,11,15,11,17,11,14,14,15,9,18,15,8,11,12,11,13,4,5,9,10,7,8,7,6,9,13,8,7,7,6,7,4,8,6,2,4,4,4,5,5,5,9,7,6,5,5,6,4,5,3,2,3,3,1,0,3,0,3,0,0,0,1,26,43,44,23,31,46,39,51,68,71,55,35,43,35,24,23,32,20,14
246,小田原５丁目,4,1,3,5,2,5,4,0,2,3,1,4,4,1,6,2,3,1,7,6,9,11,8,15,6,8,7,9,14,8,12,13,10,9,12,9,12,6,8,5,11,8,9,4,12,7,10,12,8,6,7,7,5,6,9,5,5,7,4,3,7,7,6,2,9,7,2,9,7,5,11,13,5,5,5,3,6,7,11,9,5,4,6,2,0,6,2,2,2,3,3,3,2,1,3,0,0,0,1,0,0,15,14,16,19,49,46,56,40,44,43,34,24,31,30,39,36,17,15,13
247,小田原６丁目,4,5,2,3,3,1,2,3,5,4,2,1,5,3,1,2,6,5,4,4,4,8,10,11,13,10,9,13,15,14,9,10,15,15,10,13,14,12,8,6,16,9,9,15,10,17,16,8,6,12,5,6,7,6,2,3,12,4,6,8,6,6,9,3,10,7,5,9,6,17,11,9,12,6,2,10,4,8,11,6,2,4,5,8,4,5,4,3,2,2,2,2,0,3,2,2,0,1,0,0,0,17,15,12,21,46,61,59,53,59,59,26,33,34,44,40,39,23,16,12
248,小田原７丁目,6,9,6,3,3,5,1,5,1,1,2,1,1,1,0,4,1,0,2,8,4,5,3,10,12,5,9,11,15,14,13,15,10,16,11,9,13,8,1,6,8,7,4,6,4,8,5,7,4,4,7,7,0,1,3,5,2,3,3,4,11,2,4,2,4,4,4,1,3,3,2,6,5,6,2,2,3,8,1,3,4,6,3,1,3,2,3,2,4,4,2,0,1,1,0,1,2,1,1,0,0,27,13,5,15,34,54,65,37,29,28,18,17,23,15,21,17,17,15,9
249,小田原８丁目,6,2,4,3,6,2,3,4,2,5,7,5,6,7,8,10,7,7,11,15,20,21,20,22,8,21,8,12,16,9,12,10,14,10,10,11,14,9,7,10,6,15,11,12,11,17,14,19,13,19,24,13,9,15,12,14,16,11,10,13,15,9,10,13,9,14,12,7,11,17,11,7,10,3,9,5,6,6,6,10,5,7,9,4,4,5,3,3,4,3,4,0,1,4,3,2,0,0,1,0,0,21,16,33,50,91,66,56,51,55,82,73,64,56,61,40,33,29,18,15
250,落合１丁目,5,5,5,6,10,8,4,6,5,3,2,2,2,6,3,1,6,1,3,3,3,5,5,4,9,8,6,6,9,4,11,6,6,9,8,9,5,1,5,11,5,7,6,5,8,9,12,7,4,9,12,5,11,5,7,5,4,6,7,2,5,6,9,4,5,4,3,1,6,7,6,11,7,7,3,1,5,4,4,3,4,3,2,3,1,9,3,3,1,1,3,1,1,0,2,0,1,1,1,0,0,31,26,15,14,26,33,40,31,31,41,40,24,29,21,34,17,13,17,10
251,落合２丁目,6,6,7,11,4,11,3,5,9,12,2,6,5,4,4,5,2,3,5,7,5,5,10,8,9,10,8,9,10,9,10,6,11,10,8,11,7,9,11,16,6,9,9,9,9,8,10,7,8,2,7,7,4,7,4,8,2,4,2,2,4,5,1,4,2,2,4,5,5,0,2,2,5,5,2,1,0,4,2,0,1,1,0,3,2,1,4,1,1,2,1,1,0,0,0,1,0,0,0,0,1,34,40,21,22,37,46,45,54,42,35,29,18,16,16,16,7,7,9,4
252,落合３丁目,1,1,3,0,4,4,4,1,3,4,1,1,3,3,3,2,0,5,3,5,4,1,5,3,3,3,0,1,5,5,4,2,6,3,3,5,4,3,4,9,4,3,6,5,2,4,5,3,2,3,6,2,2,7,2,5,2,6,7,2,7,5,2,4,3,6,2,9,4,9,6,6,8,1,3,4,5,3,5,4,2,3,3,4,4,3,6,4,2,2,0,0,0,2,0,2,1,0,1,0,0,9,16,11,15,16,14,18,25,20,17,19,22,21,30,24,21,16,17,6
253,落合４丁目,2,4,4,5,3,3,1,6,7,7,8,5,1,9,7,8,8,6,9,10,13,8,7,11,6,6,7,5,11,2,4,4,6,6,5,4,8,4,10,10,11,4,6,7,15,9,6,10,13,7,13,8,11,6,8,3,10,7,6,11,10,4,10,10,6,3,10,7,5,11,15,10,12,8,7,12,3,7,3,5,4,4,3,4,3,2,3,2,3,2,0,0,2,1,3,2,0,0,0,0,1,18,24,30,41,45,31,25,36,43,45,46,37,40,36,52,30,18,12,9
254,落合５丁目,7,6,12,3,7,6,8,5,3,8,11,12,10,7,10,12,3,13,4,7,9,13,11,9,20,13,10,5,8,11,12,9,11,7,8,6,10,11,13,8,8,12,11,17,12,14,16,15,9,13,10,10,15,21,10,16,16,13,7,9,8,6,3,10,11,4,1,11,9,13,8,14,9,9,6,7,6,4,1,8,10,7,6,9,2,6,4,3,2,3,6,0,1,1,3,0,1,0,0,0,1,35,30,50,39,62,47,47,48,60,67,66,61,38,38,46,26,34,18,13
255,落合６丁目,1,1,5,3,4,5,1,14,10,7,10,10,7,13,8,11,15,14,8,11,5,12,8,4,6,5,3,3,2,2,9,4,3,5,6,8,7,6,7,10,12,14,19,12,23,11,10,19,12,8,12,8,12,9,5,1,6,5,3,2,4,2,1,5,2,4,4,2,0,2,5,3,2,1,2,0,2,2,1,3,3,2,1,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,14,37,48,59,35,15,27,38,80,60,46,17,14,12,13,8,6,5,3
256,折立１丁目,3,0,1,3,1,2,0,0,1,0,1,3,4,2,0,2,1,1,1,3,1,1,2,1,3,2,5,4,1,5,1,4,1,2,3,4,4,3,2,1,1,2,2,3,5,2,2,1,1,1,2,1,3,4,1,3,4,4,1,0,2,3,2,1,1,1,3,2,9,1,2,3,4,5,2,2,2,2,1,2,1,2,4,2,2,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,8,3,10,8,8,17,11,14,13,7,11,12,9,16,16,9,11,4,3
257,折立２丁目,0,1,0,1,1,0,1,0,1,1,0,0,4,2,2,0,3,2,0,1,3,1,3,2,1,5,4,3,3,2,1,2,0,2,1,2,2,2,1,1,1,4,2,4,3,2,1,3,5,3,5,3,2,2,1,1,4,2,2,2,3,2,4,1,4,1,3,0,1,1,1,0,1,0,0,0,0,4,3,3,1,4,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,3,8,6,10,17,6,8,14,14,13,11,14,6,2,10,5,3,2
