,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
125,あすと長町４丁目,45,35,47,46,26,30,18,26,15,18,10,18,14,9,12,7,14,11,10,6,7,10,5,5,4,11,6,8,18,20,22,32,38,45,44,38,38,47,49,34,36,39,33,41,27,29,32,28,22,20,19,21,19,10,13,13,16,14,12,10,8,10,9,6,7,6,6,11,4,5,7,11,10,4,2,2,5,1,5,3,3,1,1,3,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,199,107,63,48,31,63,181,206,176,131,82,65,40,32,34,16,9,10,0
126,泉崎１丁目,7,10,10,10,14,11,8,10,11,8,10,10,17,16,13,11,5,8,19,4,3,8,14,15,17,12,15,13,22,16,11,17,22,15,20,24,15,18,14,16,20,13,16,18,21,18,31,26,24,18,19,14,25,11,19,22,13,21,13,11,12,17,20,15,18,11,8,21,15,8,12,16,12,4,7,7,7,3,6,10,2,5,2,5,2,6,3,4,1,2,5,2,2,2,0,0,0,0,1,0,0,51,48,66,47,57,78,85,87,88,117,88,80,82,63,51,33,16,16,12
127,泉崎２丁目,10,14,5,8,9,13,5,4,5,8,5,7,10,2,5,4,4,6,3,10,5,12,8,17,13,11,13,10,7,13,9,12,15,10,16,16,23,16,24,12,20,14,13,11,11,12,13,11,14,18,12,13,9,7,9,7,12,10,6,10,8,7,6,6,5,8,7,11,8,5,12,7,8,6,1,1,2,1,2,4,2,3,5,7,5,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,46,35,29,27,55,54,62,91,69,68,50,45,32,39,34,10,22,4,1
128,大塒町,6,2,2,5,8,7,3,7,6,4,6,4,5,3,2,4,3,2,7,4,4,3,7,9,6,3,6,1,3,6,5,2,5,6,2,9,6,4,12,7,5,9,3,11,8,4,9,10,13,9,7,9,5,8,6,11,7,6,6,10,4,4,8,9,6,6,6,6,8,5,10,5,8,10,4,8,7,6,8,4,7,3,5,2,4,1,0,2,1,3,2,1,1,2,3,2,2,0,0,0,0,23,27,20,20,29,19,20,38,36,45,35,40,31,31,37,33,21,7,13
131,大野田,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,2,0,3,2,3,2,1,1,0,1,1,1,0,0
132,大野田１丁目,2,2,1,3,2,5,7,1,4,5,3,7,3,5,5,4,4,2,6,2,9,4,9,5,6,2,5,5,3,6,1,5,7,8,3,3,4,3,5,3,2,4,7,6,3,8,6,6,4,9,5,9,6,7,10,7,2,4,4,9,7,3,6,7,4,7,5,6,3,4,0,3,1,2,2,1,3,2,2,3,0,1,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,22,23,18,33,21,24,18,22,33,37,26,27,25,8,11,5,2,2
133,大野田２丁目,3,3,8,9,3,9,7,9,8,3,6,6,6,5,2,7,5,9,9,7,3,6,4,7,6,6,3,8,7,9,10,6,4,6,8,6,6,9,12,10,12,12,4,10,6,8,12,11,13,5,10,2,7,9,5,7,11,6,10,5,5,9,2,5,10,9,3,8,7,3,5,7,7,3,0,0,3,3,2,4,5,1,2,0,6,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,26,36,25,37,26,33,34,43,44,49,33,39,31,30,22,12,14,2,3
134,大野田３丁目,7,7,7,9,5,5,7,6,6,3,5,5,9,0,9,4,5,9,3,10,11,4,8,5,5,4,8,5,14,11,4,18,10,12,9,6,10,8,9,8,6,7,8,6,15,12,16,11,17,10,8,10,11,6,5,11,7,3,3,2,5,6,1,4,6,4,7,0,2,3,2,4,5,2,3,5,4,3,4,4,1,4,1,3,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,35,27,28,31,33,42,53,41,42,66,40,26,22,16,16,20,10,2,4
135,大野田４丁目,19,10,14,22,16,21,13,13,15,16,9,17,6,6,7,7,3,8,6,4,6,6,0,4,4,5,5,3,2,10,8,15,20,5,18,15,16,18,22,14,21,20,17,19,13,12,16,20,16,10,10,16,11,7,9,5,6,4,5,8,2,5,3,4,0,4,0,4,2,4,4,0,1,2,3,1,2,2,4,1,1,4,2,2,3,3,1,2,2,3,1,0,1,2,0,0,0,0,0,0,0,81,78,45,28,20,25,66,85,90,74,53,28,14,14,10,10,12,11,4
136,大野田５丁目,11,14,17,15,15,11,10,5,12,13,8,12,7,7,4,8,4,5,8,12,7,4,5,5,5,6,12,12,9,13,9,19,17,14,7,19,12,13,15,15,15,14,14,15,18,21,20,17,12,14,6,15,14,7,7,4,4,6,4,6,5,3,6,2,2,4,8,4,2,3,7,4,6,8,3,3,2,3,7,4,4,2,3,1,1,6,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,72,51,38,37,26,52,66,74,76,84,49,24,18,21,28,19,11,10,3
137,大谷地,1,9,9,10,6,6,3,3,3,7,6,7,6,5,4,7,1,7,7,3,4,5,4,6,8,3,4,4,3,3,1,6,12,3,8,6,6,10,11,6,8,6,6,10,6,8,7,14,3,3,6,4,4,4,8,6,7,5,6,10,2,4,3,7,4,3,8,7,5,6,6,5,5,1,3,5,5,5,3,2,3,5,3,5,2,3,4,0,0,1,2,0,0,1,0,2,0,0,0,0,0,35,22,28,25,27,17,30,39,36,35,26,34,20,29,20,20,18,8,5
142,鈎取,2,2,5,4,2,2,2,5,5,4,4,2,4,5,4,5,5,8,0,2,4,4,3,3,1,1,3,4,4,2,2,3,2,4,1,4,5,2,3,3,3,8,6,9,4,9,9,5,6,3,8,6,4,7,3,3,5,3,3,6,5,3,3,3,5,5,0,11,3,3,7,2,2,6,3,4,4,2,4,6,3,4,0,1,0,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,15,18,19,20,15,14,12,17,30,32,28,20,19,22,20,20,8,8,1
143,鈎取１丁目,1,2,2,1,1,3,2,3,3,0,2,2,0,2,1,1,6,2,1,5,3,1,2,4,0,3,3,2,1,5,4,4,2,6,3,2,2,7,5,2,4,8,1,2,7,3,4,2,3,6,3,4,9,4,2,1,3,9,4,5,1,5,6,9,5,4,3,5,6,6,5,3,5,0,2,5,4,2,4,1,1,3,0,3,0,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,11,7,15,10,14,19,18,22,18,22,22,26,24,15,16,7,10,1
144,鈎取２丁目,5,1,6,2,3,3,6,1,9,7,6,6,6,3,2,4,5,5,8,5,3,5,2,1,3,4,1,8,7,4,4,4,4,7,8,9,5,7,8,8,9,10,6,11,9,11,9,12,7,6,11,9,11,7,11,5,14,9,8,4,10,5,3,8,5,4,15,8,18,12,12,13,14,8,7,16,17,6,8,10,11,9,5,6,5,4,2,2,1,1,1,1,0,1,2,0,0,0,0,0,0,17,26,23,27,14,24,27,37,45,45,49,40,31,57,54,57,36,10,5
145,鈎取３丁目,2,1,3,2,3,3,5,7,1,5,3,3,1,4,4,3,4,4,5,4,2,4,3,3,9,1,5,2,2,1,6,1,6,2,6,3,8,6,2,9,11,7,14,5,9,5,10,5,2,4,4,5,5,9,5,5,6,3,7,6,5,3,7,5,4,7,3,8,9,10,14,10,4,7,6,4,6,5,1,7,0,1,3,1,2,2,5,0,2,2,2,0,2,1,0,1,1,0,0,0,0,11,21,15,20,21,11,21,28,46,26,28,27,24,37,41,23,7,11,7
146,鈎取４丁目,8,7,6,2,13,8,7,6,6,11,4,5,2,5,4,3,6,4,7,8,8,4,5,9,6,2,1,12,9,9,10,8,7,10,8,6,7,10,13,16,14,10,13,13,15,14,17,7,10,9,7,10,18,5,4,8,4,9,4,11,5,4,6,7,5,6,5,6,5,11,8,8,8,5,5,4,6,6,3,6,3,11,1,5,4,1,3,0,1,1,1,0,0,1,2,0,1,0,0,0,0,36,38,20,28,32,33,43,52,65,57,44,36,27,33,34,25,24,6,5
147,鈎取本町１丁目,3,2,3,2,2,6,5,2,3,7,4,5,6,1,2,4,9,3,1,6,2,8,6,3,2,3,2,6,5,5,5,3,4,3,5,4,6,1,8,8,10,7,1,8,11,7,7,9,13,6,5,9,3,3,6,3,6,5,4,7,3,10,4,4,3,3,3,8,4,6,8,6,8,3,2,6,8,3,6,6,2,2,4,4,2,3,3,2,0,2,2,0,0,2,0,0,0,0,0,0,1,12,23,18,23,21,21,20,27,37,42,26,25,24,24,27,29,14,10,5
148,鈎取本町２丁目,3,4,7,11,7,6,2,2,3,6,3,1,3,3,6,4,4,7,6,3,4,4,2,1,4,3,5,6,1,3,6,13,4,4,5,5,9,6,6,4,10,6,8,10,11,6,2,8,3,3,8,10,3,2,3,9,3,6,4,3,5,4,3,4,3,2,3,7,9,4,1,6,8,4,5,2,2,1,2,5,4,1,5,1,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,32,19,16,24,15,18,32,30,45,22,26,25,19,25,24,12,13,3,2
149,鹿野１丁目,4,2,3,1,4,5,4,6,1,6,4,2,2,5,2,2,5,7,7,3,3,9,3,2,3,5,2,6,2,10,5,6,6,5,2,7,6,4,7,4,6,6,6,5,6,2,7,7,10,2,2,6,6,7,7,6,8,6,6,3,4,2,5,3,4,4,2,1,6,7,4,5,2,3,0,4,3,1,7,1,1,4,3,2,1,2,3,0,1,0,3,1,0,1,0,0,1,0,0,0,0,14,22,15,24,20,25,24,28,29,28,28,29,18,20,14,16,11,6,6
150,鹿野２丁目,4,6,5,2,3,2,4,4,5,7,5,9,5,5,9,5,4,5,6,6,5,6,5,4,3,6,4,8,4,4,8,6,5,10,12,10,10,10,7,9,9,4,9,5,16,12,15,8,10,4,8,11,5,7,15,8,9,5,12,6,5,6,11,8,12,10,8,9,8,14,8,11,11,6,9,5,5,2,7,7,0,7,3,5,2,6,4,2,2,1,2,1,3,0,1,0,0,0,0,0,0,20,22,33,26,23,26,41,46,43,49,46,40,42,49,45,26,17,15,7
151,鹿野３丁目,7,12,12,8,15,10,10,11,10,14,15,15,16,15,12,16,16,9,12,14,13,11,20,19,20,17,14,14,13,19,15,22,16,22,19,11,20,15,26,18,23,22,22,21,32,22,26,26,27,19,19,33,38,9,10,23,16,16,13,16,16,17,15,13,14,15,13,15,11,13,18,7,11,8,11,7,6,6,7,6,6,1,6,6,4,3,1,2,0,2,1,1,1,0,2,0,0,0,0,0,0,54,55,73,67,83,77,94,90,120,120,109,84,75,67,55,32,23,8,5
152,鹿野本町,6,2,4,5,6,3,6,9,7,9,5,5,8,5,7,5,5,4,8,4,11,4,4,11,7,4,7,7,9,8,4,5,8,8,6,5,8,10,10,6,12,10,7,5,8,3,4,8,12,8,10,10,5,10,8,6,6,4,14,6,7,9,8,9,8,10,3,10,8,10,6,11,7,6,7,3,7,2,3,6,2,1,4,2,4,3,3,3,2,0,0,1,1,0,1,0,0,0,1,0,0,23,34,30,26,37,35,31,39,42,35,43,36,41,41,37,21,13,11,4
153,上野山１丁目,6,7,8,3,2,6,10,3,3,4,7,3,5,5,4,9,2,7,4,6,6,3,7,4,8,4,6,9,7,3,5,4,10,8,9,5,10,6,8,8,10,11,11,4,6,11,6,11,7,9,9,16,11,7,8,10,5,5,9,7,5,8,5,8,4,7,6,8,7,7,10,6,11,5,6,8,4,3,8,5,11,6,3,3,10,9,2,3,2,1,1,0,0,1,1,0,0,0,0,0,0,26,26,24,28,28,29,36,37,42,44,51,36,30,35,38,28,33,17,3
154,上野山２丁目,3,1,2,2,4,8,2,3,1,2,5,4,5,5,5,8,3,4,4,3,2,7,1,5,5,1,2,2,2,3,0,3,1,3,2,2,4,6,5,6,5,6,3,7,7,5,9,5,10,5,1,8,7,5,8,1,4,2,3,3,2,3,2,3,6,4,3,4,4,4,6,5,14,5,7,7,7,6,16,7,8,3,3,1,2,4,3,3,2,3,2,1,0,1,2,0,0,0,0,0,0,12,16,24,22,20,10,9,23,28,34,29,13,16,19,37,43,17,15,6
155,上野山３丁目,0,1,0,0,0,0,0,1,2,1,1,0,0,0,2,0,0,1,1,0,0,3,6,0,3,4,3,1,2,2,2,2,0,2,2,4,1,1,0,0,1,0,1,2,0,2,4,4,1,3,0,1,1,1,4,0,0,0,0,1,2,2,0,1,0,1,0,2,0,1,2,1,4,0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,3,2,12,12,8,6,4,14,7,1,5,4,8,6,1,0,1
156,恵和町,5,4,5,6,4,4,4,7,5,10,4,8,5,6,6,6,8,7,10,6,11,8,3,7,6,8,9,6,8,2,4,6,3,6,5,12,7,8,7,11,8,15,8,11,11,10,6,12,8,8,6,14,9,6,10,7,9,11,8,7,10,5,1,10,3,6,4,5,13,9,12,6,13,5,4,7,6,3,8,11,7,7,11,7,8,7,8,8,10,3,7,5,3,3,0,2,2,0,1,0,1,24,30,29,37,35,33,24,45,53,44,45,42,29,37,40,35,40,36,24
157,越路,3,1,2,1,2,0,0,5,2,2,3,5,1,1,5,0,1,4,7,3,10,6,6,11,9,11,8,8,10,5,5,9,9,5,6,11,5,6,5,6,7,8,11,7,3,13,9,4,6,5,5,5,10,6,4,8,5,4,3,4,5,7,5,4,7,9,6,5,8,5,3,8,5,2,3,3,4,4,3,4,2,2,1,3,6,0,4,2,0,0,1,3,0,1,0,1,0,1,0,0,0,9,9,15,15,42,42,34,33,36,37,30,24,28,33,21,18,14,6,7
176,郡山,13,14,15,10,11,13,8,12,15,5,9,12,8,10,14,11,14,9,10,16,15,10,15,14,5,21,19,11,19,22,26,10,15,18,14,12,20,13,14,15,12,20,18,18,21,17,20,26,18,13,18,19,12,8,14,12,17,16,12,9,9,12,12,14,6,15,21,16,22,19,21,29,14,19,11,8,6,8,17,7,6,3,8,5,2,7,2,2,1,3,2,0,0,1,0,0,0,1,0,0,0,63,53,53,60,59,92,83,74,89,94,71,66,53,93,94,46,24,15,4
177,郡山１丁目,5,6,4,5,6,10,2,5,7,7,7,5,4,4,5,4,8,1,3,6,6,5,7,2,5,2,3,6,7,10,6,5,9,7,13,8,7,16,4,9,19,10,10,7,13,9,6,11,13,8,9,6,7,8,9,4,10,5,10,4,9,9,7,12,8,7,13,10,16,9,8,9,20,16,8,12,7,14,10,11,3,6,7,1,7,2,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,26,31,25,22,25,28,40,44,59,47,39,33,45,55,61,54,24,8,2
178,郡山２丁目,5,3,7,8,4,8,5,7,8,3,3,3,5,6,5,5,3,3,3,1,3,2,3,8,10,7,6,8,5,12,9,6,4,6,10,17,10,8,9,9,13,14,6,9,8,5,13,11,7,5,6,5,7,6,6,8,8,6,3,3,8,7,5,6,7,5,5,5,7,10,5,8,4,2,2,5,5,5,7,1,7,3,6,4,4,4,2,1,0,2,0,1,1,3,0,0,0,0,0,0,0,27,31,22,15,26,38,35,53,50,41,30,28,33,32,21,23,24,9,5
179,郡山３丁目,13,10,7,1,6,5,6,9,4,6,4,4,7,3,8,5,6,4,6,7,2,4,5,10,9,8,11,8,11,9,10,11,7,7,10,12,11,10,10,11,9,6,11,9,9,6,6,11,6,8,6,9,8,15,9,11,13,9,16,8,10,6,8,12,9,8,4,6,8,11,8,10,14,5,3,6,8,4,10,11,4,4,4,3,3,1,4,1,2,3,0,1,0,1,2,0,0,0,0,0,0,37,30,26,28,30,47,45,54,44,37,47,57,45,37,40,39,18,11,4
180,郡山４丁目,2,2,5,3,4,9,2,5,5,3,5,10,4,2,4,6,5,3,5,5,8,6,6,4,7,4,3,8,6,9,3,6,4,9,8,5,7,8,5,5,10,9,9,10,7,9,10,13,9,13,6,7,8,6,6,5,6,6,7,6,5,5,7,7,3,4,9,4,1,6,6,6,5,4,3,3,5,4,5,1,1,1,3,1,2,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,16,24,25,24,31,30,30,30,45,54,33,30,27,24,24,18,8,6,2
181,郡山５丁目,7,13,8,9,3,10,7,9,5,8,7,6,5,4,6,8,13,8,10,7,4,11,11,9,6,16,6,11,10,5,8,11,9,7,10,12,7,11,12,9,14,9,10,9,8,10,13,11,9,9,10,7,11,12,10,8,10,4,3,8,4,4,8,3,6,9,6,7,5,3,4,9,10,5,2,6,5,5,4,5,5,0,3,2,6,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,40,39,28,46,41,48,45,51,50,52,50,33,25,30,30,25,16,6,1
182,郡山６丁目,11,6,15,6,11,6,11,8,9,3,9,7,4,9,7,7,6,8,11,15,9,13,9,9,6,12,7,6,10,4,14,10,9,13,8,10,11,7,11,8,10,22,15,14,19,17,16,10,15,22,14,12,25,15,14,19,13,22,15,11,9,7,14,15,9,9,11,11,13,14,12,13,5,6,10,6,14,3,7,5,4,6,5,5,2,2,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,49,37,36,47,46,39,54,47,80,80,80,80,54,58,46,35,22,8,2
183,郡山７丁目,8,4,5,2,6,5,5,3,7,6,3,5,4,3,2,6,3,5,3,5,6,8,5,8,4,8,4,3,17,4,9,9,11,11,9,7,4,9,6,6,9,8,13,7,5,8,5,11,12,11,13,10,9,4,8,8,6,8,7,6,5,3,7,6,5,6,9,7,5,6,4,10,4,7,6,5,7,3,7,5,2,3,4,1,1,2,1,3,5,0,2,4,1,1,0,0,0,0,0,0,0,25,26,17,22,31,36,49,32,42,47,44,35,26,33,31,27,11,11,8
184,郡山８丁目,4,11,8,12,10,10,7,6,8,10,11,9,8,11,7,13,7,12,13,13,15,8,13,9,11,9,7,14,9,6,10,6,11,11,14,12,6,12,11,12,16,16,15,5,14,23,22,15,19,14,29,23,17,14,7,19,21,17,12,15,16,13,17,9,15,10,12,11,13,20,16,8,14,3,4,6,8,13,6,16,5,7,6,1,5,4,1,1,1,0,1,2,1,0,1,0,0,0,0,0,0,45,41,46,58,56,45,52,53,66,93,90,84,70,66,45,49,24,7,5
185,金剛沢１丁目,5,4,9,9,8,7,6,8,9,5,12,1,10,5,8,16,6,8,5,7,4,4,9,5,2,9,4,8,6,8,7,4,6,8,12,13,7,10,7,14,17,9,9,12,9,13,10,18,13,11,6,11,9,8,7,13,16,12,2,10,7,10,4,7,18,4,13,5,12,15,9,9,9,7,7,9,13,9,10,3,5,7,4,2,6,7,5,3,1,2,3,5,2,1,0,0,0,1,1,0,0,35,35,36,42,24,35,37,51,56,65,41,53,46,49,41,44,24,18,13
186,金剛沢２丁目,0,3,4,3,5,4,4,5,8,2,3,10,6,1,8,8,2,7,11,5,7,2,2,6,3,0,3,4,1,3,4,2,6,9,7,3,5,5,7,6,6,8,9,5,11,10,6,15,7,6,8,12,6,4,2,1,5,1,2,5,10,2,6,6,5,8,12,6,8,9,7,10,4,9,7,8,9,7,4,2,2,5,3,5,1,6,1,1,2,1,1,1,0,1,0,0,0,0,0,1,0,15,23,28,33,20,11,28,26,39,44,32,14,29,43,37,30,16,11,4
187,金剛沢３丁目,1,3,2,2,4,2,3,1,3,4,1,5,1,2,4,5,1,2,5,4,4,5,3,0,1,2,4,5,2,2,5,2,4,7,3,6,2,5,5,10,2,3,3,3,7,6,2,2,8,5,3,3,9,1,7,6,4,7,6,7,6,6,11,4,9,6,10,8,9,11,10,2,6,9,7,8,9,10,5,10,1,3,2,6,2,3,1,2,0,3,1,1,2,0,1,0,1,0,0,0,1,12,13,13,17,13,15,21,28,18,23,23,30,36,44,34,42,14,9,7
188,桜木町,7,7,6,6,8,4,0,4,3,2,5,2,3,1,4,5,5,5,8,21,15,17,25,15,12,10,8,11,9,7,12,7,5,9,12,9,12,5,5,10,10,9,7,7,8,12,4,9,12,9,5,7,6,9,10,10,12,6,6,12,6,11,9,6,6,10,10,8,10,14,6,9,7,6,6,9,6,10,7,8,3,7,6,4,8,7,3,6,7,6,2,0,2,3,0,0,1,1,0,0,0,34,13,15,44,84,45,45,41,41,46,37,46,38,52,34,40,28,29,9
189,佐保山,3,2,1,5,1,2,3,1,1,5,0,1,3,2,1,1,5,4,2,3,2,4,3,2,4,2,1,2,4,3,4,1,2,4,0,2,2,4,4,3,1,2,6,3,6,1,5,3,5,3,2,5,4,8,5,8,3,5,2,5,4,3,3,4,2,5,2,3,2,3,8,3,4,2,2,1,1,1,4,5,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12,12,7,15,15,12,11,15,18,17,24,23,16,15,19,12,5,2,2
214,四郎丸,32,26,34,40,40,35,43,42,37,30,40,52,43,51,46,30,48,51,54,40,59,45,34,49,38,49,33,44,39,43,45,35,41,51,51,42,40,71,52,56,56,67,61,61,77,69,77,79,75,61,59,55,67,39,52,58,54,38,53,47,44,45,50,45,38,57,58,53,61,79,77,82,72,49,48,60,67,55,51,43,24,42,38,31,31,21,26,19,15,10,3,6,10,1,2,2,0,0,0,0,1,172,187,232,223,225,208,223,261,322,361,272,250,222,308,328,276,166,91,25
215,砂押町,6,8,6,4,5,9,4,7,3,1,6,3,9,3,4,5,5,3,3,3,7,8,7,5,6,7,7,10,7,3,11,15,9,7,8,12,7,8,3,6,6,13,4,11,5,7,9,6,7,3,9,9,13,5,13,7,6,4,5,6,4,7,2,7,4,8,5,6,4,5,6,4,5,3,2,4,4,1,4,2,5,3,2,1,4,5,3,2,0,0,0,1,0,2,1,0,0,0,0,0,0,29,24,25,19,33,34,50,36,39,32,49,28,24,28,20,15,15,10,4
