,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
61,荒町,4,0,2,1,3,1,0,0,2,5,2,3,4,1,3,1,1,1,2,9,8,12,9,12,13,16,10,12,14,8,10,6,8,8,6,9,6,8,2,3,5,4,9,16,10,10,9,6,7,10,14,8,6,8,2,8,6,11,7,6,5,2,5,2,2,3,8,7,13,7,8,10,10,4,7,7,6,6,6,5,3,1,9,11,4,3,2,4,6,4,3,2,2,0,0,1,1,1,0,0,0,10,8,13,14,54,60,38,28,44,42,38,38,16,38,39,30,28,19,10
65,飯田（大字計）,0,1,1,0,2,1,1,1,0,1,2,3,0,0,1,1,1,4,2,0,1,1,0,0,0,1,1,2,1,0,3,3,4,1,2,1,2,0,1,0,0,3,3,1,1,2,0,1,0,2,0,2,0,2,1,5,3,3,1,3,2,2,2,1,2,2,3,5,2,2,1,4,2,0,0,2,0,1,1,3,2,3,0,3,0,2,0,3,2,1,3,1,1,0,0,0,0,0,1,0,0,4,4,6,8,2,5,13,4,8,5,5,15,9,14,7,7,8,8,6
66,伊在１丁目,2,1,3,5,2,4,3,5,4,0,2,1,3,1,6,2,5,4,4,5,2,6,2,4,7,5,3,4,6,5,3,2,2,6,8,8,7,3,7,5,4,2,7,9,5,6,2,11,6,11,7,7,6,2,2,2,4,0,3,2,3,3,6,1,2,3,3,3,4,3,2,4,3,0,1,2,1,1,1,3,3,0,0,1,0,1,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,13,16,13,20,21,23,21,30,27,36,24,11,15,16,10,8,4,5,4
67,伊在２丁目,8,5,6,5,5,8,4,4,5,2,3,2,4,2,2,3,3,6,3,0,4,5,8,8,6,3,11,9,6,7,7,5,5,8,12,6,4,5,11,10,3,6,13,7,7,6,11,8,10,3,5,5,6,4,3,3,5,4,5,3,7,5,6,4,7,2,2,4,2,4,5,3,0,3,1,2,4,1,3,4,2,3,2,5,4,3,1,3,3,1,2,0,0,1,1,0,0,0,0,0,1,29,23,13,15,31,36,37,36,36,38,23,20,29,14,12,14,16,11,5
68,伊在３丁目,3,1,2,3,3,6,2,4,3,6,0,3,5,2,5,3,1,5,3,4,3,3,3,2,6,2,5,6,3,2,5,4,1,5,3,6,5,7,5,3,6,7,3,3,6,8,6,7,6,3,6,3,7,3,5,1,3,4,2,2,5,6,2,2,2,1,0,1,1,1,5,0,2,0,0,2,2,0,0,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,15,16,17,18,18,26,25,30,24,12,17,4,7,4,4,3,0
69,石垣町,0,1,0,0,3,1,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2,0,3,0,1,5,0,1,2,3,3,1,5,0,4,2,0,4,2,3,3,2,2,1,1,0,1,1,0,1,0,0,0,2,1,2,0,2,2,2,2,2,3,4,1,2,0,5,4,2,0,1,1,3,1,3,2,3,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,4,8,4,0,5,9,9,12,12,6,3,5,8,12,11,9,7,1,5
70,石名坂,5,4,2,6,6,6,4,4,3,2,2,1,5,3,5,3,8,3,3,4,7,11,10,7,4,12,6,4,7,3,6,9,5,7,9,4,9,7,5,8,5,6,4,2,7,8,12,10,9,7,16,6,13,7,6,8,6,6,4,15,8,3,9,6,1,7,7,5,15,7,10,18,10,7,4,3,3,6,7,7,2,4,8,4,2,1,3,2,2,2,1,3,2,5,1,1,0,0,1,0,0,23,19,16,21,39,32,36,33,24,46,48,39,27,41,49,26,20,10,14
71,五橋３丁目,12,8,6,7,7,5,11,10,15,6,4,6,5,3,6,6,4,6,5,7,8,10,8,6,7,4,9,11,10,9,14,7,14,10,11,16,13,19,15,14,12,20,23,11,16,14,16,18,16,12,20,10,14,20,13,21,11,19,8,12,23,8,17,12,5,10,16,10,8,5,9,17,8,11,8,6,8,1,8,2,3,5,4,5,6,2,3,2,1,3,2,0,1,1,0,0,1,0,1,0,0,40,47,24,28,39,43,56,77,82,76,77,71,65,49,53,25,23,11,6
72,一本杉町,4,7,6,7,7,7,4,11,13,9,8,6,5,7,11,5,8,16,7,8,7,11,8,20,20,15,9,21,14,20,11,9,13,6,15,12,17,19,14,17,12,15,18,11,13,15,14,18,18,19,9,14,16,16,14,14,11,12,16,12,8,13,13,11,9,6,15,12,13,17,17,14,10,12,10,13,15,19,14,12,6,11,15,6,8,6,8,21,10,3,10,8,4,4,2,3,0,1,0,0,3,31,44,37,44,66,79,54,79,69,84,69,65,54,63,63,73,46,48,35
74,井土（大字計）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,2
89,今泉（大字計）,1,2,3,2,1,2,5,1,1,2,3,4,7,1,7,2,3,1,3,4,3,2,5,0,0,3,1,0,2,1,0,3,5,2,5,5,2,2,2,6,2,5,7,5,6,6,6,1,7,4,5,3,1,1,2,2,5,2,3,8,4,2,5,4,8,8,2,6,7,6,8,6,8,6,3,6,2,3,2,3,3,4,5,4,3,2,5,6,0,7,0,6,3,1,1,1,0,0,2,0,0,9,11,22,13,10,7,15,17,25,24,12,20,23,29,31,16,19,20,14
90,今泉１丁目,2,5,4,7,5,3,5,11,2,9,12,15,13,9,10,5,8,11,11,7,13,7,4,10,9,6,6,5,3,10,3,5,7,6,13,7,8,10,16,12,12,21,14,8,11,18,10,29,14,17,11,14,17,12,13,9,10,6,6,11,9,12,8,5,8,12,17,18,5,17,13,12,17,16,13,6,7,8,12,10,10,9,8,8,3,8,7,2,2,3,4,5,1,1,0,0,1,0,1,2,0,23,30,59,42,43,30,34,53,66,88,67,42,42,69,71,43,38,22,15
91,今泉２丁目,6,8,12,6,10,9,7,6,6,6,6,10,7,17,5,10,5,4,9,11,5,7,6,11,6,5,4,10,11,6,11,9,16,9,12,12,13,10,9,14,7,13,10,9,11,11,16,10,16,10,17,14,8,6,11,6,11,17,9,9,15,14,12,15,8,6,2,11,14,11,12,12,13,9,11,13,11,7,7,9,8,9,2,4,4,5,5,9,1,1,5,3,2,1,1,0,1,0,1,0,1,42,34,45,39,35,36,57,58,50,63,56,52,64,44,57,47,27,21,15
92,裏柴田町,1,2,0,0,1,1,0,3,1,3,0,0,1,1,1,0,1,0,0,0,1,0,5,0,3,3,3,2,1,1,6,2,1,2,0,2,3,2,1,1,0,0,3,2,2,2,3,2,3,3,4,0,0,1,1,1,4,2,1,4,1,1,0,4,0,2,0,2,2,3,0,3,1,1,2,0,3,3,3,0,1,0,3,2,2,0,0,1,2,1,2,1,1,0,1,0,0,0,0,0,0,4,8,3,1,9,10,11,9,7,13,6,12,6,9,7,9,8,4,5
96,沖野（大字計）,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,1,0,1,1,2,2,1,0,0,2
97,沖野１丁目,5,4,2,4,4,7,4,7,7,8,7,9,6,6,7,5,5,8,8,4,4,6,4,4,4,7,8,5,6,6,10,7,12,10,3,9,7,12,5,3,11,7,7,7,19,6,11,18,14,6,9,8,8,3,9,12,8,8,6,10,9,7,10,9,6,8,8,4,15,12,16,9,11,10,11,9,11,6,13,7,7,10,8,8,6,10,6,7,4,3,3,2,2,1,1,3,0,0,0,0,2,19,33,35,30,22,32,42,36,51,55,37,44,41,47,57,46,39,30,14
98,沖野２丁目,6,9,11,8,12,7,4,9,8,6,8,7,9,8,11,8,15,20,13,15,7,15,17,11,7,9,9,13,9,11,12,10,14,17,15,18,19,13,16,15,14,15,14,24,23,23,23,14,20,18,21,13,15,10,11,7,13,18,16,21,14,10,11,3,13,11,14,15,15,21,18,10,16,5,10,18,11,14,13,11,3,10,14,9,11,8,7,5,4,10,4,0,2,0,4,2,0,0,1,1,0,46,34,43,71,57,51,68,81,90,98,70,75,51,76,59,67,47,34,14
99,沖野３丁目,6,4,8,14,5,17,15,5,11,14,11,14,14,12,14,17,12,10,13,13,7,10,6,15,8,13,12,8,14,10,11,14,8,13,17,16,9,19,16,16,16,16,14,16,22,27,20,19,15,17,20,15,16,18,13,16,18,12,13,10,8,6,8,11,18,18,10,18,16,20,14,19,25,11,8,17,12,14,17,14,8,12,13,5,9,6,6,8,9,5,2,1,1,4,2,0,0,1,0,0,1,37,62,65,65,46,57,63,76,84,98,82,69,51,82,77,74,47,34,12
100,沖野４丁目,0,0,1,0,0,0,1,0,0,0,2,1,1,2,3,4,0,0,1,0,0,1,1,0,0,3,1,1,1,2,2,0,1,1,1,0,2,1,3,0,0,2,3,3,1,2,1,3,0,2,2,1,2,2,1,2,0,4,3,3,6,2,1,6,2,4,2,5,2,5,1,3,3,2,2,1,3,1,1,1,1,5,2,2,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9,5,2,8,5,6,9,8,8,12,17,18,11,7,11,4,1
101,沖野５丁目,0,3,1,0,0,2,0,1,3,3,0,0,4,1,1,2,2,1,3,1,4,3,1,1,1,2,4,3,1,7,5,1,1,4,0,1,5,3,2,3,1,1,2,5,6,3,4,6,3,4,7,2,3,3,3,8,4,2,4,4,3,5,2,1,7,5,4,6,5,5,5,7,5,4,3,1,3,2,5,3,2,2,1,1,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,9,10,17,11,14,15,20,18,22,18,25,24,14,10,8,0
102,沖野６丁目,13,13,18,10,14,12,10,21,12,10,7,20,16,17,10,15,15,20,13,14,12,14,12,13,8,6,13,8,12,12,16,11,16,8,19,16,16,16,16,20,20,20,24,19,29,20,18,19,14,25,17,16,13,19,11,14,19,21,19,11,6,11,13,10,15,16,14,22,24,34,40,33,31,16,15,20,18,22,15,15,16,12,19,11,12,14,8,12,3,5,4,8,4,5,2,2,3,1,1,0,0,68,65,70,77,59,51,70,84,112,96,76,84,55,110,135,90,70,42,30
103,沖野７丁目,8,12,8,9,4,13,16,7,7,17,10,17,12,18,11,10,13,6,7,17,12,5,7,7,8,11,8,11,5,10,12,12,15,10,19,16,14,18,13,21,19,26,12,14,9,16,24,27,19,10,12,14,13,10,8,13,10,12,17,6,8,11,16,11,13,12,16,15,17,15,15,16,28,17,9,16,14,13,7,9,6,14,10,9,4,9,5,5,3,7,2,4,2,3,2,1,1,0,0,0,1,41,60,68,53,39,45,68,82,80,96,57,58,59,75,85,59,43,29,16
104,表柴田町,5,2,3,0,0,4,1,1,1,4,2,2,2,2,1,3,2,1,3,5,8,4,2,5,1,4,6,1,7,1,1,4,5,4,9,4,2,4,7,5,3,4,5,4,6,5,4,2,6,5,8,2,4,12,5,2,1,2,4,8,3,4,4,5,0,2,6,4,4,1,6,4,3,1,4,8,4,6,3,3,2,3,2,5,1,2,2,2,1,2,1,2,1,3,0,1,0,0,0,0,1,10,11,9,14,20,19,23,22,22,22,31,17,16,17,18,24,13,9,9
105,卸町１丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
106,卸町２丁目,2,1,0,1,1,0,0,0,1,0,0,2,1,1,0,1,0,0,2,1,0,0,3,0,1,0,2,4,0,1,1,7,0,1,1,2,0,1,1,1,1,5,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,1,4,4,4,7,10,5,8,3,1,4,2,2,1,0,0,2,2
107,卸町３丁目,0,0,1,0,2,4,0,1,1,0,0,0,1,2,0,1,0,2,0,1,0,0,0,1,1,0,1,0,1,0,1,1,2,0,1,2,1,1,1,1,2,4,1,1,1,2,2,2,2,1,0,1,0,3,2,3,1,1,0,2,0,1,2,3,2,2,0,0,3,2,2,2,1,1,1,2,1,1,2,1,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,3,4,2,2,5,6,9,9,6,7,8,7,7,7,3,2,1
108,卸町５丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,卸町東３丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,卸町東４丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0
111,卸町東５丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
112,かすみ町,9,7,5,3,1,6,10,10,4,3,5,5,5,8,7,10,10,2,10,12,7,9,7,10,9,12,5,6,7,18,7,9,11,11,9,11,12,15,14,11,8,14,13,8,12,14,16,14,12,19,13,13,11,8,10,11,15,8,10,11,10,9,12,7,6,6,9,8,8,12,14,12,13,11,12,15,12,5,16,9,9,8,14,8,10,6,4,5,4,6,4,4,3,4,2,1,1,0,0,0,1,25,33,30,44,42,48,47,63,55,75,55,55,44,43,62,57,49,25,20
115,霞目（大字計）,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
116,霞目１丁目,2,1,0,1,2,1,1,2,1,2,3,0,1,0,1,2,0,1,2,7,2,2,2,4,0,1,1,2,2,0,3,1,0,4,4,1,3,1,2,0,3,0,1,1,2,0,5,0,3,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,12,10,6,12,7,7,9,5,1,0,0,0,0,0,0,0
117,霞目２丁目,6,4,9,8,4,5,9,7,6,7,9,9,10,7,6,14,4,3,4,8,9,8,7,8,11,6,8,6,8,6,11,8,19,7,13,14,14,11,18,9,14,13,12,19,12,23,15,14,17,14,10,16,9,10,11,14,11,13,8,10,11,14,8,9,14,11,8,9,20,13,21,18,13,9,8,12,23,20,16,16,13,8,14,8,13,6,5,5,6,3,5,3,5,2,1,2,3,2,0,0,0,31,34,41,33,43,34,58,66,70,83,56,56,56,61,69,87,56,25,23
118,蒲町,8,9,7,4,4,11,7,10,12,9,14,11,7,9,8,11,6,10,10,6,6,10,11,8,5,11,10,12,17,5,11,10,8,16,18,9,12,21,16,11,9,11,19,14,18,15,27,18,18,8,14,18,8,6,13,13,15,5,7,14,9,12,12,11,8,9,4,11,5,11,11,12,15,13,7,9,10,16,11,14,7,7,9,4,3,7,5,10,8,4,2,1,5,3,2,1,0,2,0,0,2,32,49,49,43,40,55,63,69,71,86,59,54,52,40,58,60,30,34,18
119,蒲町東,4,9,5,6,6,7,7,2,5,2,6,9,10,4,3,11,10,12,10,4,12,11,8,11,8,12,6,14,6,12,4,9,10,8,10,13,7,17,6,5,13,16,19,14,20,16,18,16,16,16,17,13,16,9,10,18,11,5,6,8,9,9,8,8,7,8,2,6,4,8,4,4,2,4,4,4,3,6,2,2,2,5,2,0,1,1,2,2,0,0,0,0,1,1,0,0,0,1,0,0,0,30,23,32,47,50,50,41,48,82,82,65,48,41,28,18,17,10,5,3
121,上飯田（大字計）,0,0,0,0,1,0,1,0,0,3,0,2,0,5,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,2,1,5,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,4,8,6,0,0,0,1,6,9,2,1,0,2,0,2,1,3,2
122,上飯田１丁目,5,3,9,9,12,9,5,5,9,7,7,11,6,11,5,5,7,6,10,10,9,12,7,6,6,9,5,8,7,11,10,8,6,10,7,17,10,9,16,10,10,15,15,8,17,12,10,15,15,15,16,13,22,14,9,13,8,11,7,8,12,10,9,15,15,8,13,18,10,20,14,13,15,15,10,8,15,8,13,9,8,5,9,8,6,5,6,4,7,3,4,3,2,5,2,2,0,0,0,0,0,38,35,40,38,40,40,41,62,65,67,74,47,61,69,67,53,36,25,18
123,上飯田２丁目,10,13,17,9,17,13,17,20,15,17,15,6,8,10,16,8,11,11,9,10,8,12,13,9,15,11,6,11,14,15,11,21,16,17,24,17,18,20,15,18,19,18,26,14,22,14,19,21,18,17,21,18,27,13,8,16,17,20,12,9,12,15,15,18,20,17,19,18,24,28,23,22,30,18,19,15,16,21,14,21,26,13,11,7,12,13,13,10,6,10,5,5,6,3,0,4,0,1,1,1,0,66,82,55,49,57,57,89,88,99,89,87,74,80,106,112,87,69,52,26
