,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
10,泉ケ丘２丁目,0,3,2,5,3,2,2,6,3,3,1,1,6,0,4,0,4,6,5,1,3,5,2,6,4,4,8,4,3,5,2,5,2,4,6,5,7,6,3,4,10,3,8,6,9,5,7,4,8,8,6,3,5,4,4,5,1,4,6,5,6,6,3,4,3,10,3,5,2,5,10,12,8,9,5,10,7,5,11,9,9,2,4,1,4,4,3,2,1,1,2,1,1,2,0,1,0,1,0,0,1,13,16,12,16,20,24,19,25,36,32,22,21,22,25,44,42,20,11,9
11,泉ケ丘３丁目,6,4,1,2,2,1,3,4,3,2,4,3,6,5,2,2,2,1,1,2,4,3,1,8,5,8,4,8,6,1,2,6,5,2,8,8,4,7,5,5,5,7,10,4,6,10,2,5,5,4,1,5,6,2,5,4,2,4,7,5,3,6,3,3,6,13,3,6,3,5,9,3,10,7,4,7,13,4,6,2,5,5,3,4,2,2,5,1,3,0,2,3,3,3,1,2,0,1,0,0,1,15,13,20,8,21,27,23,29,32,26,19,22,21,30,33,32,19,11,16
12,泉ケ丘４丁目,4,4,3,2,4,3,1,4,5,5,2,9,4,6,3,2,4,8,9,7,8,3,12,7,8,7,3,13,9,13,13,6,14,8,13,10,10,1,10,4,19,16,3,7,9,11,11,10,7,8,9,9,10,7,12,7,1,10,7,8,6,6,2,7,5,12,7,14,3,9,19,14,20,11,7,9,16,8,14,7,10,8,14,12,8,3,6,5,2,5,7,3,0,2,2,1,0,1,1,0,1,17,18,24,30,38,45,54,35,54,47,47,33,26,45,71,54,52,21,18
13,泉ケ丘５丁目,1,10,4,6,7,3,3,5,3,1,5,4,6,2,4,2,5,4,4,8,5,5,6,9,5,10,2,9,5,4,7,9,8,6,10,9,7,10,7,6,8,7,7,5,8,9,5,6,8,2,4,4,9,7,4,8,5,3,5,11,5,11,7,12,4,4,8,10,17,11,9,16,14,16,5,12,11,5,9,13,8,7,12,6,6,8,9,10,5,5,4,5,3,4,2,1,2,1,0,1,0,28,15,21,23,30,30,40,39,35,30,28,32,39,50,60,50,39,37,23
14,泉中央１丁目,12,15,19,15,15,19,7,13,12,9,12,16,9,9,13,9,14,12,17,13,23,21,19,20,27,27,23,27,17,31,28,29,37,23,27,22,36,18,30,26,30,31,24,29,27,39,26,37,32,29,27,30,26,30,24,24,30,11,20,22,19,14,13,18,15,12,11,7,15,11,13,10,8,12,8,11,11,8,4,5,7,7,9,4,5,1,5,2,2,2,2,4,1,0,1,0,0,1,0,1,1,76,60,59,65,110,125,144,132,141,163,137,107,79,56,51,39,32,12,11
15,泉中央２丁目,8,9,14,6,8,9,6,14,3,6,9,2,8,6,5,3,7,8,7,4,10,11,15,13,16,12,10,16,12,12,15,13,12,18,14,15,16,15,18,13,19,18,13,15,12,20,14,14,24,12,11,15,8,9,4,8,10,14,11,11,5,15,9,6,5,3,8,1,8,7,8,8,8,10,3,8,3,4,5,5,5,5,5,5,5,4,2,5,2,4,3,4,4,0,3,1,0,0,0,0,0,45,38,30,29,65,62,72,77,77,84,47,54,40,27,37,25,25,17,15
16,泉中央３丁目,12,14,15,9,9,19,10,12,17,9,7,12,7,11,10,6,14,6,11,12,17,13,23,31,25,29,29,27,21,31,22,34,32,24,22,49,19,29,31,24,26,27,33,25,22,21,30,31,25,21,19,17,24,21,21,7,14,17,14,9,11,12,6,3,8,12,7,13,5,4,7,10,4,2,6,6,7,6,6,2,9,5,4,4,3,3,2,3,3,4,1,0,1,1,1,0,0,0,2,0,0,59,67,47,49,109,137,134,152,133,128,102,61,40,41,29,27,25,15,6
17,泉中央４丁目,12,17,16,6,3,11,7,8,5,5,5,6,3,4,7,6,7,10,7,10,13,18,22,14,12,18,18,24,15,22,19,17,20,12,15,15,23,23,9,20,16,14,17,14,11,9,10,17,12,14,8,18,12,11,13,11,23,11,10,9,8,9,3,7,3,3,5,2,8,4,4,5,8,2,5,4,8,4,8,6,5,4,1,3,4,6,2,3,5,3,3,3,4,1,3,2,0,1,1,0,0,54,36,25,40,79,97,83,90,72,62,62,64,30,22,24,30,17,19,18
18,泉中央南,1,0,2,2,0,2,0,0,1,0,1,1,0,2,1,1,2,5,4,2,4,0,1,2,1,1,0,2,0,1,0,2,1,1,2,2,0,1,4,1,3,2,2,5,1,4,4,2,3,2,4,3,4,4,2,1,2,2,2,3,3,3,1,2,2,2,0,4,8,5,6,5,5,5,5,2,4,3,7,4,4,5,4,6,1,5,7,5,3,3,1,5,6,1,0,4,2,0,0,0,1,5,3,5,14,8,4,6,8,13,15,17,10,11,19,26,20,20,23,20
47,市名坂,36,34,39,32,36,32,29,28,36,37,36,31,32,24,23,30,25,27,33,44,41,46,37,42,33,54,49,52,54,52,72,56,52,51,56,49,51,57,60,57,48,53,42,54,67,57,71,64,61,61,62,44,62,42,49,43,38,44,32,39,27,27,19,25,19,14,14,21,19,27,28,28,19,20,11,12,20,18,15,9,14,10,19,18,8,11,9,9,10,11,7,2,3,7,3,2,1,0,2,1,2,177,162,146,159,199,261,287,274,264,314,259,196,117,95,106,74,69,50,30
48,永和台,0,2,2,3,7,1,2,4,3,2,2,4,1,0,7,1,3,3,6,15,3,6,4,3,4,4,2,4,0,2,6,1,5,3,7,9,2,4,3,7,4,7,4,7,7,5,4,1,6,5,9,0,2,5,7,5,2,2,2,3,3,6,2,7,4,5,9,3,8,3,6,5,11,7,11,5,7,5,4,8,5,3,2,5,4,3,4,3,4,2,0,0,1,1,2,0,1,0,0,0,1,14,12,14,28,20,12,22,25,29,21,23,14,22,28,40,29,19,16,6
49,大沢１丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,大沢２丁目,2,2,4,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,1,5,2,1,1,4,4,2,1,1,2,1,0,0,1,1,0,2,3,0,2,0,0,0,3,2,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,4,2,3,1,9,12,5,4,5,5,3,3,3,2,2,3,0,1
51,大沢３丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,1,2,4,1,1,2,4,3,4,1,5,4,5,7,5,6,3,4,7,3,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,14,22,35
80,小角,0,0,1,1,0,1,0,0,2,1,1,0,2,2,2,0,1,1,2,0,0,0,0,3,1,1,1,1,2,0,0,1,1,3,1,3,2,1,1,1,3,3,0,0,0,0,0,2,2,2,1,3,4,2,2,0,0,0,5,0,1,3,3,1,2,4,3,1,1,3,1,3,3,4,0,2,5,3,1,1,1,2,3,1,0,2,4,1,3,3,1,1,1,0,0,0,1,0,0,0,1,2,4,7,4,4,5,6,8,6,6,12,5,10,12,11,12,7,13,5
81,桂１丁目,5,2,5,5,6,2,12,7,13,9,8,10,8,7,10,16,14,12,16,23,20,12,9,11,9,6,13,3,5,4,7,3,7,4,5,5,5,6,8,7,12,5,10,18,17,20,16,22,21,33,21,32,21,22,18,24,20,18,24,13,22,10,14,5,10,12,9,11,5,7,12,4,5,5,7,8,5,6,6,6,3,5,5,6,9,6,5,8,10,8,7,11,2,9,3,3,1,1,0,1,1,23,43,43,81,61,31,26,31,62,112,114,99,61,44,33,31,28,37,39
82,桂２丁目,0,1,2,7,4,2,2,9,3,8,3,7,3,6,3,5,3,4,4,8,5,12,11,6,11,11,6,7,9,6,7,7,6,3,9,3,11,9,5,3,11,6,8,5,6,5,9,7,8,5,9,6,14,16,24,14,24,23,21,15,21,28,28,22,20,23,18,19,16,11,19,15,20,3,13,7,12,6,8,4,9,5,8,7,6,6,4,5,2,0,2,4,3,1,2,2,1,1,0,1,1,14,24,22,24,45,39,32,31,36,34,69,97,119,87,70,37,35,17,18
83,桂３丁目,0,0,2,2,5,5,6,3,5,2,0,3,4,1,6,3,2,3,5,1,9,4,4,10,6,10,10,4,7,5,8,2,8,5,7,3,1,4,7,6,3,5,5,3,4,7,2,4,7,3,3,4,14,6,11,18,13,17,19,26,15,20,19,15,12,28,19,18,9,16,15,14,11,6,3,9,10,3,3,5,6,5,2,5,2,3,2,1,1,2,2,1,3,2,1,0,0,0,0,2,1,9,21,14,14,33,36,30,21,20,23,38,93,81,90,49,30,20,9,12
84,桂４丁目,1,1,2,2,4,3,3,4,4,3,3,1,0,3,5,2,7,2,4,9,8,7,12,14,7,11,12,11,6,4,2,7,4,4,6,6,3,4,4,1,5,3,6,3,4,5,5,4,6,5,2,11,13,13,15,14,22,29,22,17,23,18,18,13,9,8,22,9,11,10,8,7,6,8,3,5,2,1,2,2,3,2,2,4,3,5,0,6,2,1,4,1,1,1,1,3,0,1,0,0,0,10,17,12,24,48,44,23,18,21,25,54,104,81,60,32,12,14,14,12
108,上谷刈,8,3,4,10,2,8,8,10,10,9,12,12,7,6,10,7,6,8,9,8,12,4,7,5,12,9,7,16,11,13,5,11,10,13,8,11,13,14,5,14,18,17,18,13,16,15,13,12,13,11,9,13,9,8,12,6,14,9,7,4,11,10,8,8,12,8,13,10,9,9,9,12,9,6,6,6,15,11,9,13,9,6,4,13,9,9,11,10,12,8,11,11,8,2,4,3,4,4,2,4,2,27,45,47,38,40,56,47,57,82,64,51,40,49,49,42,54,41,50,55
109,上谷刈１丁目,7,12,7,11,10,3,8,4,9,4,1,6,1,2,2,3,4,7,2,6,5,2,4,3,4,5,13,15,12,6,10,10,11,10,16,14,12,9,6,6,3,4,9,7,2,14,6,6,10,8,5,14,4,5,8,9,5,4,4,8,4,4,3,5,3,2,3,5,3,4,4,2,1,1,1,1,3,2,3,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,47,28,12,22,18,51,57,47,25,44,36,30,19,17,9,11,3,2,1
110,上谷刈２丁目,3,3,4,3,3,2,3,2,4,3,1,0,0,3,2,1,4,3,1,3,0,2,4,3,4,3,6,6,7,2,4,5,5,3,2,2,4,3,4,1,5,5,4,2,2,2,2,3,4,6,4,2,5,2,4,5,7,4,5,5,2,6,2,4,3,1,4,4,2,1,3,1,3,2,0,4,2,0,3,0,0,3,2,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,16,14,6,12,13,24,19,14,18,17,17,26,17,12,9,9,7,4,2
111,上谷刈３丁目,7,14,16,9,10,14,6,2,3,3,5,5,2,1,5,2,3,3,6,3,11,5,7,11,9,14,8,10,10,9,15,23,8,12,15,15,10,17,9,10,11,7,8,11,11,11,9,12,14,12,10,8,11,16,12,9,4,11,9,16,8,9,7,6,8,5,3,3,4,1,6,4,4,1,2,4,2,4,0,1,2,4,3,1,4,3,3,2,3,3,1,1,3,0,0,1,0,0,0,0,1,56,28,18,17,43,51,73,61,48,58,57,49,38,16,17,11,14,14,7
112,上谷刈４丁目,1,6,5,0,1,2,0,1,3,2,2,0,2,1,0,1,0,0,2,1,3,5,5,4,3,0,3,2,4,3,2,3,4,3,3,5,2,4,5,2,3,3,5,0,2,0,3,4,4,2,2,3,1,3,3,1,4,1,3,0,2,3,4,0,0,0,0,1,2,2,1,0,1,1,0,4,2,2,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,8,5,4,20,12,15,18,13,13,12,9,9,5,3,13,6,0,2
113,上谷刈５丁目,6,5,2,4,3,5,4,1,1,5,4,2,3,1,3,2,1,3,1,4,6,6,5,2,4,2,5,5,8,9,6,5,9,6,5,7,11,6,3,8,9,4,6,10,2,10,7,4,7,9,12,7,8,6,7,6,3,6,4,1,4,3,9,7,3,7,8,7,7,10,10,6,5,7,7,5,7,5,3,8,5,1,3,4,4,1,1,3,3,4,3,1,0,2,2,0,0,0,0,0,1,20,16,13,11,23,29,31,35,31,37,40,20,26,39,35,28,17,12,9
114,上谷刈６丁目,7,0,3,2,0,3,1,0,2,1,0,2,1,1,2,0,3,2,1,2,2,6,6,7,6,9,13,13,10,9,8,11,8,1,10,5,5,4,3,3,4,5,2,6,5,1,3,5,5,5,5,7,4,2,5,5,3,3,3,1,1,2,1,4,1,1,3,2,2,3,2,2,3,2,2,1,4,2,3,3,4,3,1,1,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,12,7,6,8,27,54,38,20,22,19,23,15,9,11,11,13,10,5,1
115,加茂１丁目,5,3,3,6,7,3,5,5,5,7,2,4,5,6,5,0,6,8,6,7,4,4,2,1,3,2,1,2,0,4,0,2,0,4,7,4,6,9,7,5,9,8,7,10,9,11,11,6,11,6,6,5,4,7,3,2,5,2,7,2,7,3,4,11,4,10,10,18,12,17,21,31,23,15,17,12,7,9,9,6,9,10,7,3,10,5,1,5,2,4,1,2,0,0,1,1,0,2,1,0,0,24,25,22,27,14,9,13,31,43,45,25,18,29,67,107,43,39,17,8
116,加茂２丁目,1,2,3,1,6,3,6,4,4,6,4,8,2,10,6,5,5,7,5,6,9,5,7,8,2,2,7,2,1,3,3,3,3,6,2,5,7,8,9,8,13,12,8,11,12,10,11,13,11,12,10,13,14,9,15,8,10,11,10,7,5,3,17,5,9,8,14,19,15,20,19,21,12,18,13,18,13,8,6,9,11,8,6,6,7,1,4,3,2,5,2,2,0,2,1,0,2,1,0,0,3,13,23,30,28,31,15,17,37,56,57,61,46,39,76,83,54,38,15,13
117,加茂３丁目,4,1,2,0,2,3,4,4,3,3,7,3,5,1,5,4,6,4,3,7,2,2,2,1,4,1,2,2,2,1,2,4,2,1,3,8,6,3,10,8,6,3,10,7,11,9,9,7,10,5,4,5,5,3,2,5,4,3,4,4,3,2,4,10,13,6,18,9,19,17,24,26,16,20,14,10,14,11,6,6,4,4,1,3,0,2,0,3,3,1,1,0,1,0,0,1,0,2,0,1,0,9,17,21,24,11,8,12,35,37,40,19,20,32,69,100,47,12,9,6
118,加茂４丁目,2,1,4,1,4,4,3,1,1,4,1,7,2,2,3,2,0,2,2,3,5,0,1,2,1,3,2,2,1,1,2,3,2,5,5,5,4,10,3,3,10,11,9,5,6,5,8,9,8,6,3,4,3,3,7,4,2,1,4,4,2,3,5,3,9,11,12,11,22,20,27,26,24,19,7,13,17,8,9,5,4,3,6,2,4,4,3,3,1,1,1,0,0,1,0,2,0,0,0,0,1,12,13,15,9,9,9,17,25,41,36,20,15,22,76,103,52,19,12,5
119,加茂５丁目,2,0,2,3,2,1,2,4,1,2,1,3,2,1,3,5,1,5,5,2,4,4,2,6,3,2,2,0,1,0,1,1,3,2,4,5,4,2,3,5,9,5,3,11,6,3,9,3,6,6,5,2,3,3,4,3,4,5,4,6,4,4,5,8,3,6,12,18,15,18,16,21,16,10,15,6,8,3,10,3,7,4,1,2,3,4,1,3,4,0,3,1,2,2,1,1,2,0,1,0,0,9,10,10,18,19,5,11,19,34,27,17,22,24,69,78,30,17,12,13
120,北高森,5,1,3,2,2,12,8,10,9,12,10,18,5,8,6,11,5,5,3,5,1,4,2,3,4,4,3,2,4,2,6,3,6,2,13,9,9,11,9,14,16,12,10,16,14,10,13,10,10,5,3,4,2,3,5,8,5,9,6,7,4,4,14,10,12,12,7,14,8,5,8,12,9,2,2,4,4,3,0,2,4,4,3,2,3,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,13,51,47,29,14,15,30,52,68,48,17,35,44,46,33,13,16,6,5
121,北中山１丁目,1,4,2,2,1,3,3,0,4,7,7,6,5,5,3,4,4,8,2,10,4,3,5,3,6,3,2,6,7,8,8,2,2,10,8,9,7,6,5,5,2,7,11,4,5,6,9,12,8,8,6,5,5,5,7,9,6,9,20,10,9,16,11,12,13,12,19,13,13,13,6,15,9,8,4,6,6,6,3,5,8,4,1,7,2,1,1,4,1,2,1,0,1,1,1,1,0,0,0,1,1,10,17,26,28,21,26,30,32,29,43,28,54,61,70,42,26,22,9,7
122,北中山２丁目,4,2,1,2,4,4,4,8,5,3,3,4,3,12,7,3,4,3,4,9,4,5,4,5,6,6,7,4,11,8,6,8,7,13,7,6,6,9,7,6,6,8,9,7,10,10,11,5,9,6,7,5,13,7,10,6,9,12,16,13,13,8,18,20,19,12,19,26,16,18,14,19,14,13,6,13,15,10,10,2,5,4,4,4,5,1,3,3,6,4,0,3,1,4,2,1,0,0,0,0,0,13,24,29,23,24,36,41,34,40,41,42,56,78,91,66,50,22,17,11
123,北中山３丁目,2,2,0,6,4,3,2,5,1,4,5,3,3,3,1,6,2,4,4,3,7,5,2,6,3,6,4,6,8,8,7,7,6,6,6,3,4,6,3,2,6,5,8,5,4,7,5,7,3,8,6,10,3,11,9,9,11,15,13,11,15,19,12,13,14,10,5,10,7,8,10,9,6,4,2,8,2,3,3,2,2,2,0,3,4,4,1,2,0,0,0,0,1,1,0,1,0,0,2,0,0,14,15,15,19,23,32,32,18,28,30,39,59,73,40,31,18,11,7,5
124,北中山４丁目,6,4,5,6,7,2,3,10,5,6,5,5,7,6,6,4,2,6,3,5,4,6,3,5,9,9,10,6,9,7,12,10,8,12,13,11,15,17,14,10,10,7,9,8,8,9,7,4,7,9,7,7,8,2,12,4,9,4,12,18,8,11,14,17,9,13,11,13,9,8,19,6,6,7,6,3,3,6,4,7,2,1,5,1,5,2,1,0,0,5,1,0,2,2,0,0,1,0,0,0,0,28,26,29,20,27,41,55,67,42,36,36,47,59,54,44,23,14,8,6
125,黒松１丁目,5,4,5,12,7,2,5,5,10,7,4,6,10,8,6,10,13,10,10,8,6,12,10,9,12,8,6,14,10,9,11,9,13,14,4,9,9,6,3,15,7,10,16,9,10,12,14,15,17,27,8,14,12,5,16,20,10,11,12,12,8,12,9,8,8,5,7,5,7,6,3,4,12,4,4,8,2,6,4,8,6,10,7,9,8,10,6,9,5,4,5,1,5,6,3,2,1,0,0,0,0,33,29,34,51,49,47,51,42,52,85,55,65,45,30,27,28,40,34,23
126,黒松２丁目,0,4,2,1,6,1,4,2,9,5,6,10,9,9,9,4,6,15,9,13,10,9,10,9,10,8,8,6,15,14,7,10,10,5,5,6,4,7,12,8,6,11,13,13,10,13,11,8,14,16,10,13,15,8,13,13,9,8,13,15,11,12,10,6,17,13,9,17,9,14,15,9,13,12,8,6,14,12,23,9,14,12,19,10,14,8,10,6,8,8,1,6,4,3,3,2,1,0,1,0,0,13,21,43,47,48,51,37,37,53,62,59,58,56,62,57,64,69,40,21
127,黒松３丁目,2,3,6,1,3,1,1,5,4,1,10,5,3,5,9,3,5,7,7,6,8,3,5,5,5,5,5,1,5,6,4,1,7,5,4,10,8,11,9,7,6,5,10,9,9,14,10,12,16,8,15,9,15,9,16,10,9,9,9,9,8,11,12,14,11,13,15,9,8,19,6,18,8,10,6,7,10,10,8,15,14,5,9,4,6,9,1,3,2,3,3,4,1,1,1,0,0,0,0,0,0,15,12,32,28,26,22,21,45,39,60,64,46,56,64,48,50,38,18,10
128,向陽台１丁目,0,3,6,4,3,2,5,6,3,2,5,5,3,1,0,6,5,3,7,1,2,3,3,2,3,2,3,6,4,0,8,2,5,5,6,7,5,3,6,4,5,5,3,7,6,6,9,5,10,3,3,6,9,4,4,3,6,1,4,3,4,4,2,4,5,4,2,3,3,9,4,6,7,7,3,2,3,11,3,9,5,4,4,2,8,4,4,3,2,3,2,0,1,1,1,1,1,2,0,0,1,16,18,14,22,13,15,26,25,26,33,26,17,19,21,27,28,23,16,10
129,向陽台２丁目,2,4,3,2,1,5,2,1,1,3,4,6,5,9,6,5,5,2,4,3,4,1,6,6,4,8,3,4,6,7,8,2,1,7,5,5,9,4,8,6,4,5,6,5,7,8,15,12,9,8,9,9,8,10,8,8,6,5,7,10,8,6,4,12,7,7,10,3,6,8,7,10,8,6,14,11,6,10,14,10,13,8,17,8,11,4,4,6,4,4,3,4,1,1,1,0,0,1,0,0,1,12,12,30,19,21,28,23,32,27,52,44,36,37,34,45,51,57,22,12
130,向陽台３丁目,4,7,5,11,7,8,8,3,8,5,9,2,11,9,10,5,6,4,8,8,8,3,3,9,4,4,1,5,6,4,7,11,7,2,9,11,5,5,13,9,7,12,12,10,12,17,8,9,14,11,8,12,7,12,6,7,6,7,6,6,6,9,7,4,9,5,6,11,9,13,8,10,16,13,13,11,10,8,16,16,9,10,7,4,4,5,7,8,9,4,3,3,2,1,0,1,1,0,1,0,0,34,32,41,31,27,20,36,43,53,59,45,32,35,44,60,61,34,33,12
131,向陽台４丁目,1,4,5,9,8,4,11,11,7,3,11,5,11,2,6,6,8,5,8,6,3,5,4,9,6,4,4,3,2,4,5,8,13,5,10,6,9,8,10,8,10,8,9,11,7,11,13,7,11,14,8,10,8,10,7,6,6,4,7,6,2,4,4,6,8,7,8,8,8,14,11,10,13,9,6,9,14,7,20,11,9,3,7,11,5,4,5,4,1,3,1,1,1,0,0,0,0,1,1,1,1,27,36,35,33,27,17,41,41,45,56,43,29,24,45,49,61,35,17,7
